cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanas;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
7809848087;Carlos Rodríguez;79;carlosrodríguez512@gmail.com;3101051108;True;True;False;policia;True;True;True;True;False;533;Pereira;Manizales;True;Colfondos;null
4879443085;Juan Pérez;66;juanpérez235@gmail.com;3214519938;True;False;False;inpec;True;True;True;True;False;954;Armenia;Medellín;True;OldMutual;null
3349045572;Valentina Rodríguez;65;valentinarodríguez349@gmail.com;3461644852;False;True;True;mininterior;True;True;False;True;False;1757;Santa Marta;Pereira;True;Colfondos;null
8594043625;Santiago García;37;santiagogarcía743@gmail.com;3396455998;False;True;True;mininterior;False;True;False;False;True;363;Cartagena;Cartagena;False;Porvenir;null
6965709772;Sofía Rodríguez;59;sofíarodríguez117@gmail.com;3498198778;False;True;True;policia;True;True;True;False;True;1268;Cali;Santa Marta;False;OldMutual;null
9654429891;Santiago Hernández;36;santiagohernández908@gmail.com;3429035426;False;False;False;minsalud;False;False;True;False;True;154;Bogotá;Bucaramanga;False;OldMutual;null
5183564189;Diego Valencia;43;diegovalencia179@gmail.com;3115718262;True;False;False;armada;True;True;False;False;True;1234;Medellín;Cali;False;Extranjero;null
7652871385;Juan Martínez;30;juanmartínez77@gmail.com;3476622703;False;False;False;armada;True;True;True;False;False;815;Cartagena;Cali;False;Colfondos;null
9522922638;Andrés Gómez;53;andrésgómez113@gmail.com;3057703650;True;False;False;inpec;False;False;False;False;False;254;Armenia;Cartagena;False;Protección;null
6449505138;María Castaño;69;maríacastaño143@gmail.com;3027248926;False;True;False;minsalud;True;True;True;True;False;1983;Armenia;Armenia;True;Extranjero;null
8468174667;Camila Valencia;24;camilavalencia430@gmail.com;3236763862;False;False;False;armada;True;False;False;False;True;890;Medellín;Cali;False;Porvenir;null
1519539817;Luisa Martínez;23;luisamartínez599@gmail.com;3181934060;False;False;False;armada;True;True;False;False;False;976;Cali;Pereira;False;Colfondos;null
9399163321;Diego Pérez;28;diegopérez866@gmail.com;3153962633;False;False;True;minsalud;False;True;False;False;False;1033;Bucaramanga;Medellín;False;Extranjero;null
1887090730;Andrés Castaño;67;andréscastaño44@gmail.com;3129445037;True;False;True;minsalud;True;True;True;True;True;538;Cartagena;Medellín;True;Protección;null
5419666343;María Valencia;49;maríavalencia523@gmail.com;3381360412;False;False;False;armada;False;True;True;False;True;594;Cartagena;Pereira;False;OldMutual;null
3553363986;María Hernández;68;maríahernández313@gmail.com;3362083574;True;True;False;inpec;False;True;False;True;True;660;Cartagena;Cartagena;True;Colfondos;null
1122093757;Diego Torres;70;diegotorres222@gmail.com;3071370813;True;False;False;inpec;False;False;False;True;True;487;Armenia;Bogotá;True;Porvenir;null
5091666042;Valentina Rodríguez;76;valentinarodríguez575@gmail.com;3036431938;True;False;True;armada;True;True;False;True;False;1162;Manizales;Bucaramanga;True;OldMutual;null
8124162645;Carlos Gómez;34;carlosgómez45@gmail.com;3165970137;False;True;True;mininterior;False;False;True;False;False;1049;Armenia;Armenia;False;OldMutual;null
9011703727;Sofía Hernández;19;sofíahernández803@gmail.com;3472641754;False;True;False;armada;True;False;False;False;True;938;Manizales;Pereira;False;Colfondos;null
3538587868;María García;19;maríagarcía439@gmail.com;3386781353;True;True;False;armada;True;True;False;False;True;1280;Medellín;Bucaramanga;False;Colfondos;null
6052970134;María García;26;maríagarcía462@gmail.com;3409454890;True;True;False;policia;True;False;False;False;True;247;Barranquilla;Pereira;False;Extranjero;null
4120987886;Valentina Gómez;25;valentinagómez306@gmail.com;3202116063;False;True;False;inpec;True;False;True;False;False;550;Barranquilla;Cartagena;False;OldMutual;null
6747840874;Andrés Pérez;18;andréspérez633@gmail.com;3308245501;False;False;True;inpec;False;True;True;False;True;1592;Armenia;Cartagena;False;Porvenir;null
3277557134;Santiago Gómez;54;santiagogómez928@gmail.com;3031239209;False;False;True;mininterior;True;False;False;False;False;1347;Bucaramanga;Bogotá;False;Extranjero;null
3266246854;María Valencia;71;maríavalencia674@gmail.com;3366714226;False;True;True;armada;False;True;False;True;False;488;Cartagena;Bucaramanga;True;Protección;null
9064994499;Camila Valencia;25;camilavalencia343@gmail.com;3196590043;True;False;False;mininterior;True;True;False;False;False;918;Bucaramanga;Bucaramanga;False;OldMutual;null
6345078250;Andrés Pérez;59;andréspérez312@gmail.com;3189173088;True;True;False;inpec;True;False;False;False;False;284;Pereira;Manizales;False;OldMutual;null
1322007948;Diego García;49;diegogarcía798@gmail.com;3124639697;True;False;True;inpec;True;True;True;False;True;785;Medellín;Manizales;False;OldMutual;null
7833105293;Sofía Gómez;33;sofíagómez574@gmail.com;3298705944;False;False;False;inpec;False;True;False;False;False;1979;Barranquilla;Cali;False;Porvenir;null
7674207846;Carlos Rodríguez;66;carlosrodríguez800@gmail.com;3155180102;False;True;False;policia;True;True;True;True;False;408;Santa Marta;Bogotá;True;Extranjero;null
3543791928;Camila Ramírez;39;camilaramírez226@gmail.com;3371564588;False;True;False;minsalud;False;False;False;False;False;1728;Manizales;Pereira;False;Colfondos;null
1177436514;Juan Ramírez;34;juanramírez292@gmail.com;3456727738;False;True;True;armada;True;False;False;False;False;1515;Manizales;Cartagena;False;OldMutual;null
6961048767;Andrés Valencia;72;andrésvalencia342@gmail.com;3151252872;True;False;True;minsalud;True;False;True;True;True;1952;Armenia;Bogotá;True;OldMutual;null
7061914440;Camila Pérez;38;camilapérez711@gmail.com;3126460652;True;False;False;armada;False;True;False;False;True;1759;Bogotá;Cartagena;False;Protección;null
9595329241;Camila Ramírez;28;camilaramírez882@gmail.com;3451439802;True;False;True;armada;True;True;True;False;False;409;Pereira;Barranquilla;False;Colfondos;null
9324336834;Santiago Hernández;48;santiagohernández782@gmail.com;3051224265;False;True;True;inpec;True;False;False;False;True;1248;Bogotá;Bogotá;False;Porvenir;null
5653951374;Camila Torres;29;camilatorres934@gmail.com;3014278184;True;True;False;inpec;False;True;True;False;True;193;Santa Marta;Armenia;False;Extranjero;null
4499835707;Juan Torres;55;juantorres276@gmail.com;3106920563;False;False;True;armada;True;False;False;False;False;1884;Cartagena;Armenia;False;Protección;null
4942630650;Luisa Gómez;71;luisagómez710@gmail.com;3085840860;False;True;True;armada;False;True;True;True;False;1767;Bucaramanga;Cali;True;Colfondos;null
5616133031;Luisa Valencia;30;luisavalencia352@gmail.com;3497348583;False;True;True;policia;True;True;False;False;False;1802;Pereira;Armenia;False;Protección;null
2882033380;Diego Ramírez;78;diegoramírez766@gmail.com;3013022637;False;False;True;minsalud;False;True;True;True;True;1220;Bucaramanga;Medellín;True;Porvenir;null
7887334506;Andrés Pérez;35;andréspérez26@gmail.com;3306052581;False;True;False;mininterior;False;False;True;False;True;1000;Medellín;Manizales;False;Extranjero;null
6997989422;Luisa Gómez;28;luisagómez510@gmail.com;3258849274;True;True;False;policia;True;False;False;False;False;1652;Manizales;Cali;False;Protección;null
3314503038;Luisa Ramírez;35;luisaramírez876@gmail.com;3431255880;True;False;False;armada;True;False;False;False;False;994;Cali;Santa Marta;False;OldMutual;null
1643508470;Carlos Pérez;31;carlospérez489@gmail.com;3038829007;False;False;True;armada;True;False;False;False;False;1032;Barranquilla;Barranquilla;False;Colfondos;null
9470908256;Carlos Gómez;63;carlosgómez975@gmail.com;3492225771;True;False;True;armada;False;True;False;True;True;736;Armenia;Barranquilla;True;OldMutual;null
4835715928;Valentina Martínez;48;valentinamartínez661@gmail.com;3131741017;True;False;False;armada;True;True;False;False;False;319;Bucaramanga;Bucaramanga;False;Porvenir;null
4613819512;Santiago Valencia;59;santiagovalencia159@gmail.com;3421982851;True;True;True;mininterior;False;False;False;False;True;464;Medellín;Medellín;False;Colfondos;null
7809997207;Valentina Valencia;32;valentinavalencia790@gmail.com;3358952912;True;False;False;mininterior;True;False;True;False;False;118;Santa Marta;Santa Marta;False;Colfondos;null
4865890264;Sofía Gómez;28;sofíagómez484@gmail.com;3364874577;False;True;False;armada;False;False;False;False;False;1564;Cali;Cali;False;Protección;null
2250378364;Diego Castaño;72;diegocastaño459@gmail.com;3274410294;False;False;False;mininterior;False;True;False;True;True;985;Bucaramanga;Cali;True;Porvenir;null
3856615101;Valentina Rodríguez;56;valentinarodríguez38@gmail.com;3412290921;False;False;False;armada;False;False;True;False;False;1177;Bucaramanga;Pereira;False;OldMutual;null
2325873721;Valentina Rodríguez;52;valentinarodríguez5@gmail.com;3178818445;True;True;True;armada;False;False;False;False;True;1832;Pereira;Bogotá;False;Extranjero;null
3770052540;Luisa Rodríguez;77;luisarodríguez111@gmail.com;3427048645;False;False;False;policia;False;True;True;True;False;1966;Santa Marta;Cali;True;Porvenir;null
5068297543;Valentina Ramírez;28;valentinaramírez436@gmail.com;3364957188;False;False;True;mininterior;True;False;True;False;False;1918;Pereira;Medellín;False;Colfondos;null
3939078790;Juan Rodríguez;63;juanrodríguez942@gmail.com;3161453529;False;False;False;armada;True;False;False;True;True;1997;Manizales;Pereira;True;Colfondos;null
9690012356;Santiago Martínez;50;santiagomartínez846@gmail.com;3139646201;False;True;True;inpec;True;False;False;False;True;1162;Manizales;Armenia;False;Protección;null
8440232293;Sofía Pérez;53;sofíapérez948@gmail.com;3218896947;True;True;True;minsalud;False;False;True;False;False;187;Armenia;Cali;False;Extranjero;null
5520054958;Valentina Castaño;37;valentinacastaño498@gmail.com;3039281815;True;True;False;armada;True;True;True;False;False;990;Bucaramanga;Manizales;False;Protección;null
4941944807;Santiago Castaño;41;santiagocastaño725@gmail.com;3494353167;False;True;True;minsalud;True;True;True;False;False;453;Armenia;Cartagena;False;Colfondos;null
9110558472;Luisa Pérez;75;luisapérez630@gmail.com;3135931205;True;False;True;armada;False;True;False;True;True;832;Manizales;Manizales;True;Porvenir;null
8296072676;María Gómez;63;maríagómez243@gmail.com;3476858091;True;True;False;policia;False;False;False;True;True;1534;Medellín;Bogotá;True;Protección;null
4896422817;Juan Valencia;19;juanvalencia574@gmail.com;3122294415;False;False;True;minsalud;False;False;True;False;False;405;Cartagena;Cartagena;False;OldMutual;null
5734174814;Santiago Valencia;19;santiagovalencia335@gmail.com;3424186207;False;False;False;minsalud;False;True;True;False;False;492;Barranquilla;Medellín;False;Extranjero;null
1596866947;Luisa Castaño;76;luisacastaño595@gmail.com;3347725952;True;True;False;armada;True;True;True;True;False;571;Bucaramanga;Manizales;True;Extranjero;null
5642667052;Carlos Gómez;67;carlosgómez360@gmail.com;3203251839;True;True;False;policia;True;False;True;True;True;244;Bogotá;Medellín;True;Colfondos;null
4497409335;Santiago Martínez;59;santiagomartínez734@gmail.com;3349723500;False;False;False;policia;False;False;True;False;False;501;Bucaramanga;Armenia;False;OldMutual;null
3344775020;Sofía Martínez;19;sofíamartínez148@gmail.com;3154311188;False;True;True;minsalud;False;False;True;False;True;1866;Armenia;Bogotá;False;Colfondos;null
