Cedula,Nombre,Edad,Correo,Telefono,DeclaraRenta,HaEstadoListaNegra,EsPrePensionado,PerteneceInsPublica,InstitucionPublica,TieneCondecoracion,TieneHijosInpec,TieneFamPolicia,EsElMayorEdad,ObservacionDisciplinaria,Semanas,CiudadNacimiento,CiudadResidencia,AlcanzoEdadRPM,Fondo,Estado
3433217005,Leonardo Alfredo Jiménez,55,carmen01@example.com,3161760481,true,false,false,true,armada,true,true,false,true,true,1056,Medio Atrato,San Jacinto,true,porvenir,aprobado
3128201237,Carlos Rojas Alarcón,72,foreroeduardo@example.net,3010250517,false,false,false,true,minsalud,true,true,true,true,true,944,Juradó,Coyaima,true,colfondos,aprobado
2132171618,María Maribel Guzmán,58,stella88@example.com,3101864827,true,false,false,true,inpec,false,true,true,true,false,1255,Sáchica,Sucre,false,colfondos,aprobado
7397347573,María Montoya Fuentes,60,ester36@example.com,3104817808,false,false,false,false,armada,false,true,false,true,false,311,Galeras,San Rafael,false,porvenir,aprobado
7369989198,Sonia Cáceres Vega,35,castanedaadolfo@example.com,3003102719,true,false,false,false,mininterior,true,false,false,true,true,31,San Eduardo,Amagá,false,oldmutual,aprobado
4365220648,David Castellanos,58,cbernal@example.net,3133414485,true,false,false,true,mininterior,false,true,true,false,true,1155,Santa María,Murillo,false,porvenir,aprobado
1266671854,Arturo García Ruiz,39,jorgeortiz@example.com,3137318422,false,false,false,true,mininterior,true,false,true,true,true,397,Alejandría,San Francisco,true,extranjero,aprobado
3114073158,Martha Mariana Meneses,36,pintodaniel@example.net,3143184071,true,false,false,false,armada,true,false,true,true,false,977,Nátaga,Marsella,false,extranjero,aprobado
5539905984,Johana Ceballos,21,liseth66@example.net,3178095900,false,false,false,true,minsalud,true,true,false,false,true,932,La Jagua de Ibirico,Almaguer,false,oldmutual,aprobado
5829083644,Andrés Andrés Vargas Rubio,59,luisbermudez@example.com,3069705167,true,false,false,true,minsalud,true,true,true,false,true,832,Tenerife,Florencia,false,proteccion,aprobado
6572889237,Rodrigo Osorio Cano,78,ccontreras@example.net,3173549281,false,false,false,true,mininterior,true,false,false,false,true,274,Pacoa,Ambalema,false,proteccion,aprobado
7762610115,Cristian Cantillo Cabrera,60,mherrera@example.net,3199723711,true,false,false,false,inpec,true,false,true,true,true,27,Leticia,Palmar de Varela,false,oldmutual,aprobado
4747939811,Dora Karina Trujillo,69,mortiz@example.org,3017460440,true,false,false,true,inpec,true,false,false,true,false,1063,Arroyohondo,San Miguel de Sema,false,extranjero,aprobado
7172784684,Felipe Ávila,25,ugarcia@example.org,3162873959,false,false,false,false,policia,true,true,false,false,true,505,Muzo,Concepción,false,porvenir,aprobado
2659230699,Karina Hernández Hernández,78,johanna42@example.net,3070917879,false,false,false,false,mininterior,true,false,true,false,true,174,San José de Miranda,El Dorado,false,extranjero,aprobado
3867443320,Rodrigo Jairo Molina Palacio,81,trujillojuan@example.com,3022837709,true,false,false,true,inpec,true,true,true,true,true,1278,La Macarena,San Vicente del Caguán,false,oldmutual,aprobado
5457918462,Dario Jhon Hernández,69,morenotatiana@example.org,3113504299,false,false,false,true,minsalud,false,false,false,true,true,158,Nóvita,Coyaima,true,colfondos,aprobado
5943726970,Silvio Torres Mosquera,22,ocampocielo@example.com,3132001755,true,false,false,true,inpec,false,false,true,true,false,711,Tuluá,Valle de San Juan,false,extranjero,aprobado
8994529924,Andrés Elver Rubio,38,qsanchez@example.net,3058407480,true,false,false,true,armada,false,true,false,true,false,328,Pácora,La Vega,false,porvenir,aprobado
6695372384,Jhon Restrepo Arboleda,81,vmartinez@example.org,3132664824,false,false,false,true,armada,true,false,true,false,true,817,Ventaquemada,El Cerrito,false,colfondos,aprobado
9699169502,María Sonia Salas,54,rojasdora@example.org,3099667166,true,false,false,true,inpec,true,false,true,true,false,242,Sucre,Sutamarchán,false,colfondos,aprobado
8576422308,Teresa Margarita Camacho González,64,xramirez@example.com,3190169862,false,false,false,true,inpec,false,true,true,true,false,454,Apía,Cantagallo,true,oldmutual,aprobado
8141245231,Elsa González Garzón,37,josearboleda@example.com,3107969991,false,false,false,true,armada,false,true,true,false,true,174,Vianí,La Peña,false,porvenir,aprobado
9970885128,Elena Andrea Salamanca Peña,50,vallejostiven@example.com,3187045377,true,false,false,true,inpec,false,true,false,true,false,727,Quinchía,Liborina,true,colfondos,aprobado
5020984937,Janeth Parada,51,contreraseduardo@example.org,3099201704,false,false,false,true,armada,true,true,false,false,true,996,Papunahua,Tarqui,false,extranjero,aprobado
8222901137,Edinson Fredy Quintero,54,krodriguez@example.org,3025055404,false,false,false,false,inpec,true,false,false,false,false,64,Girardot,Tibirita,false,oldmutual,aprobado
3621000377,Claudia Palacios,32,antonioacosta@example.net,3011371445,true,false,false,false,mininterior,true,true,false,false,true,322,Colosó,Iles,false,porvenir,aprobado
9594686299,Álvaro Sanabria Pérez,88,medinajhon@example.net,3047891225,true,false,false,true,mininterior,true,false,false,true,true,1048,Machetá,San Luis,false,proteccion,aprobado
3202616916,Alejandra Garzón,51,garciamarina@example.net,3195513623,true,false,false,true,inpec,true,false,false,false,true,566,Santo Domingo,Susa,false,proteccion,aprobado
7091981702,Gustavo Sánchez Pérez,80,andrea94@example.com,3090879787,true,false,false,true,inpec,true,false,false,false,true,160,Los Andes,Puerto Wilches,true,porvenir,aprobado
9707909174,Sandra Ángela Fajardo,26,constanzacruz@example.net,3085337452,true,false,false,false,policia,true,true,false,false,true,250,Nuevo Colón,Funza,false,extranjero,aprobado
5091092612,Fabio Josué Díaz Ramírez,33,maria94@example.org,3156167095,false,false,false,true,inpec,false,false,true,true,true,1145,Charta,Barranca de Upía,false,extranjero,aprobado
5873121158,Jesús Gómez,41,myriampalacios@example.com,3111878230,false,false,false,true,inpec,true,true,true,false,true,33,La Chorrera,San Miguel,true,proteccion,aprobado
7457451535,Lorena Adriana Padilla Martínez,68,cruzmelba@example.com,3151739462,false,false,false,true,minsalud,true,true,true,false,true,581,El Cairo,Arboletes,false,proteccion,aprobado
8256973240,Giovanny Gil,50,obandojose@example.com,3092294172,true,false,false,true,armada,true,false,false,false,false,138,Saldaña,Paz de Río,true,porvenir,aprobado
9814746960,Karen Rueda Álvarez,67,gomezvalentina@example.com,3001604138,true,false,false,true,mininterior,true,true,false,false,true,1188,Santa Rosa de Cabal,Contratación,true,porvenir,aprobado
2335994438,Marcela Moreno Cantillo,64,mariamarin@example.com,3090445925,true,false,false,true,minsalud,false,false,false,true,true,662,Almeida,Aguadas,false,extranjero,aprobado
3914370377,Mayra Luz Soto,79,alejandro17@example.net,3141581173,true,false,false,true,armada,true,false,true,true,true,1091,Cucutilla,Sipí,true,oldmutual,aprobado
6030110237,Blanca Elizabeth Quintero Mejía,65,galvarez@example.net,3152216943,false,false,false,true,inpec,false,true,true,true,false,1083,El Santuario,Colosó,true,proteccion,aprobado
8527316094,Angélica Suárez,32,ibeth81@example.com,3142770090,false,false,false,false,minsalud,false,false,true,true,false,451,Sácama,Cereté,false,porvenir,aprobado
1537555460,Juan Andrés Orozco Peña,77,diazdiana@example.com,3027038731,true,false,false,true,minsalud,true,true,false,false,true,996,Acevedo,Restrepo,true,porvenir,aprobado
3859714565,María Paola Romero Delgado,63,mariahenao@example.com,3195460885,true,false,false,false,mininterior,false,false,false,true,false,536,Apía,Sucre,false,extranjero,aprobado
7659481311,Sebastián Daniel Soto,67,rojasjuan@example.com,3077828521,true,false,false,false,armada,false,true,false,true,false,1288,Pedraza,Chimá,false,extranjero,aprobado
4799239758,María Laura Ramos Torres,27,julia76@example.net,3055363733,false,false,false,true,inpec,true,true,true,false,true,735,Palmito,Pore,false,oldmutual,aprobado
3066472461,Carlos Ordóñez Rojas,60,murillobeatriz@example.org,3050738092,true,false,false,true,mininterior,false,false,true,false,true,267,Cisneros,Santa Rosalía,true,oldmutual,aprobado
1658782123,Lida González,42,acostaelsy@example.org,3043925127,true,false,false,true,armada,true,true,false,false,false,320,San Pablo de Borbur,Villarrica,true,colfondos,aprobado
4791463358,María Gisela Montes,32,krojas@example.net,3085462485,false,false,false,true,inpec,true,false,true,false,false,1129,San Andrés,Tarazá,false,extranjero,aprobado
4081504611,Vicente Alexander Sánchez,40,albertocorrea@example.net,3179046919,false,false,false,true,armada,true,true,true,false,false,906,Pauna,Morales,true,extranjero,aprobado
7340610315,Patricia Vanessa Delgado,78,leandrorojas@example.com,3058919516,false,false,false,true,inpec,true,false,true,true,false,680,La Palma,Guadalupe,true,colfondos,aprobado
8009626935,Carmen Julieth López Pabón,63,jgomez@example.com,3142477435,true,false,false,true,inpec,false,true,false,true,false,371,Choachí,San Martín de Loba,true,extranjero,aprobado
3737101038,Fredy Arturo Loaiza Giraldo,46,teresahernandez@example.org,3093188434,false,false,false,true,inpec,true,true,false,true,true,819,Chitagá,Guacamayas,false,oldmutual,aprobado
8869121968,Alfonso Oviedo,38,dmosquera@example.net,3166985526,true,false,false,true,mininterior,false,true,true,false,true,671,Caldas,Tierralta,false,colfondos,aprobado
1294229146,Didier Edwin Maldonado,78,torresandrea@example.org,3191980265,true,false,false,true,inpec,true,false,false,true,true,618,Boyacá,Nuquí,true,extranjero,aprobado
9306239691,Leidy Galeano,88,amejia@example.org,3144190010,true,false,false,true,minsalud,true,true,false,false,true,834,Fonseca,Otanche,false,extranjero,aprobado
3938890085,Pedro Alejandro Sierra,21,cristian63@example.org,3011232103,false,false,false,false,armada,true,true,false,true,false,609,Bolívar,Chinácota,false,porvenir,aprobado
3093958547,José Jhonatan Rueda Ávila,66,trujillojavier@example.org,3196918730,true,false,false,true,inpec,true,false,true,true,false,982,Lejanías,Abejorral,true,proteccion,aprobado
2213381012,Esther González,80,ufernandez@example.net,3182946297,false,false,false,true,inpec,true,true,false,false,false,337,Fómeque,Córdoba,false,colfondos,aprobado
8196159155,Jairo Rodrigo Rico,75,luisbustamante@example.com,3108354909,true,false,false,true,mininterior,false,false,true,false,true,1274,Villa de Leyva,Los Palmitos,true,oldmutual,aprobado
4946052075,Amparo Ana Mercado,76,sierraalejandro@example.com,3080996576,true,false,false,false,policia,false,true,false,true,true,267,San Martín de Loba,Chaparral,false,extranjero,aprobado
7342130045,Ferney Fabio Guerrero Espitia,56,alexandermurillo@example.net,3150772463,true,false,false,true,armada,true,false,true,true,false,653,El Charco,Yacopí,false,porvenir,aprobado
5982425665,Catalina Londoño Calderón,19,rsalazar@example.org,3022964437,false,false,false,true,armada,true,true,false,false,false,514,Tabio,Chachagüí,true,colfondos,aprobado
9971190266,Martha Calderón,35,luzquintero@example.org,3105295745,true,false,false,false,policia,false,false,false,true,true,228,Villeta,Une,false,extranjero,aprobado
6567260122,Fernanda Chávez,83,gonzalezliseth@example.org,3018473041,true,false,false,true,armada,true,false,false,true,true,1063,Riosucio,La Esperanza,true,porvenir,aprobado
2559342753,Fredy Pérez Hernández,28,luz24@example.net,3092606887,false,false,false,true,minsalud,false,true,true,true,true,1191,Ovejas,El Retorno,true,extranjero,aprobado
3087039414,Omaira Acevedo,24,qduque@example.com,3083339913,false,false,false,true,inpec,false,true,true,false,true,562,Sogamoso,Corinto,true,porvenir,aprobado
8621383196,María Suárez,36,josealvarez@example.net,3040801962,true,false,false,true,armada,true,false,false,true,true,791,San Rafael,La Pintada,true,colfondos,aprobado
8128452111,Julio Arias Pérez,37,zcortes@example.org,3057942477,true,false,false,false,policia,false,true,true,true,false,133,San Sebastián de Buenavista,Palermo,false,porvenir,aprobado
2740502556,Edilma Yolanda Carmona Jiménez,75,mcastillo@example.org,3133992904,true,false,false,true,inpec,true,false,false,true,false,573,Armenia,Norosí,true,porvenir,aprobado
4702142637,Alejandro Jaime Mora,28,bernalemerson@example.com,3030871668,true,false,false,true,mininterior,false,true,true,true,true,942,Barbacoas,Yotoco,false,porvenir,aprobado
6928031952,Luis Fernández Rodríguez,41,lunamaria@example.net,3067729622,false,false,false,true,minsalud,true,true,true,false,true,334,Cucunubá,Pauna,true,oldmutual,aprobado
6395684520,Juan Quintero,48,mercedesherrera@example.com,3007885265,false,false,false,false,minsalud,false,false,false,false,false,320,Nariño,Guacarí,false,extranjero,aprobado
2709061012,César José Buitrago Estrada,83,kcarmona@example.net,3046557002,true,false,false,false,inpec,false,true,false,true,false,279,Moñitos,Sucre,false,colfondos,aprobado
6729576013,Héctor José Torres,29,ramosandres@example.org,3126504866,true,false,false,true,inpec,true,false,false,true,false,41,Guasca,Envigado,true,extranjero,aprobado
4657311259,Gloria Leidy Vargas Triana,34,dazaenrique@example.net,3070911988,false,false,false,false,inpec,true,false,true,false,false,49,Buenavista,Zapayán,false,porvenir,aprobado
7308734592,Andrés Correa,47,jose32@example.com,3152423195,true,false,false,true,armada,true,true,true,false,false,1287,Bolívar,Morales,false,oldmutual,aprobado
6580932927,Antonio Giraldo,74,armandocardozo@example.net,3058697120,true,false,false,true,mininterior,false,false,false,true,true,317,Puerto Boyacá,La Paz,true,proteccion,aprobado
9315284975,Mercedes Julieth Palacios López,89,perezjorge@example.org,3160607332,false,false,false,true,armada,true,false,true,true,true,91,Gómez Plata,Urrao,true,proteccion,aprobado
9189481578,Alicia Dora Correa,74,qrios@example.com,3102528952,true,false,false,true,minsalud,false,false,false,true,true,1084,La Jagua de Ibirico,Floresta,true,oldmutual,aprobado
5127996914,Jeferson Hernán Ramírez,54,yolandamorales@example.net,3054428867,false,false,false,true,armada,false,true,false,true,false,333,Nemocón,Salazar,false,porvenir,aprobado
9048532974,Clara Lorena López Martínez,53,patricia90@example.com,3020383940,true,false,false,true,mininterior,true,true,false,true,true,677,Ancuya,Bogotá, D.C.,false,extranjero,aprobado
1710063252,Javier Carvajal,70,patricia35@example.org,3067064696,true,false,false,true,armada,false,false,false,true,false,1246,Muzo,Candelaria,false,extranjero,aprobado
1524956753,Johnny Rodolfo García Gómez,40,imunoz@example.org,3138406298,true,false,false,true,minsalud,false,true,true,false,true,894,Ciénega,Supatá,false,colfondos,aprobado
3237637281,Mario Pérez,53,ldiaz@example.net,3135449056,false,false,false,true,armada,true,false,true,true,true,570,Rosas,Alejandría,false,oldmutual,aprobado
5047869954,Andrea Marcela Salamanca González,44,cordobaamparo@example.net,3039803099,true,false,false,true,armada,true,false,false,true,false,118,El Bagre,Chíquiza,true,colfondos,aprobado
6159955758,Rodolfo Luna,74,zangarita@example.org,3190031662,true,false,false,true,mininterior,true,true,true,false,true,832,Sucre,Silos,true,proteccion,aprobado
9016244588,Kelly Pulido,41,yulydaza@example.net,3191897661,false,false,false,true,inpec,false,true,true,false,true,255,Confines,Socorro,true,proteccion,aprobado
9508269062,Marta Helena Álvarez Sánchez,52,jhoncabrera@example.net,3090849364,true,false,false,true,mininterior,true,false,false,true,true,72,Mutiscua,Rionegro,true,oldmutual,aprobado
4976073437,Carlos Bladimir Marín Navarro,76,katerine66@example.com,3181477833,false,false,false,true,inpec,true,true,true,true,true,856,Nariño,El Tablón de Gómez,false,porvenir,aprobado
3607691798,Karen Molina León,80,garciajuan@example.com,3106219090,false,false,false,false,armada,false,true,true,true,true,513,Gámeza,Ciénaga,false,extranjero,aprobado
4027611051,Efrén Benítez Villamil,65,martinezviviana@example.org,3137622610,true,false,false,true,armada,true,true,true,true,true,822,Lenguazaque,Soplaviento,true,porvenir,aprobado
3963003282,Andrea Elena Pérez Restrepo,25,yecid24@example.com,3130194897,true,false,false,false,minsalud,true,false,true,true,false,448,Sabaneta,El Colegio,false,extranjero,aprobado
4796597242,Juan Humberto Muñoz Suárez,55,acostafabio@example.org,3147187843,false,false,false,true,inpec,false,true,false,false,false,75,Sativanorte,Confines,false,proteccion,aprobado
9590057118,Lorena Fajardo,46,luisperdomo@example.net,3130954844,false,false,false,false,minsalud,true,false,false,false,false,359,Popayán,Pajarito,false,porvenir,aprobado
5862345625,Alonso Marín,63,torresjesus@example.net,3046236911,true,false,false,true,minsalud,true,false,false,false,true,1035,Sutatenza,Pana Pana,false,oldmutual,aprobado
3914609208,Andrea Gómez,34,alejandragonzalez@example.net,3010768044,true,false,false,true,inpec,false,true,false,false,true,1125,Mercaderes,Ocamonte,false,porvenir,aprobado
6735956790,Adiela Hoyos,78,rhernandez@example.org,3125697464,true,false,false,true,inpec,false,false,true,false,false,889,Pensilvania,Paz de Ariporo,false,extranjero,aprobado
8294659208,Nelly Galvis,46,enrique05@example.com,3031926195,true,false,false,true,inpec,false,true,false,false,false,409,Santa María,Pana Pana,false,porvenir,aprobado
7149179754,Fernanda Hurtado Rojas,21,jcontreras@example.org,3092395142,false,false,false,false,armada,false,false,false,false,true,530,Viotá,Vetas,false,porvenir,aprobado
3967489893,Jhonatan Sebastián Burbano Ojeda,40,becerrasara@example.com,3084257166,true,false,false,true,inpec,true,true,false,true,false,1096,Mutatá,Cucaita,false,oldmutual,aprobado
6528284198,Sara Mabel Roa Gómez,71,rafaelpinto@example.com,3110520047,true,false,false,false,inpec,true,false,false,true,true,1007,La Dorada,Melgar,false,extranjero,aprobado
2901735906,Carlos Luis Zuluaga Villamizar,87,nbarrios@example.org,3128569299,true,false,false,false,minsalud,true,true,false,false,true,182,El Roble,El Carmen de Chucurí,false,porvenir,aprobado
8494090559,Katherine Elsa Hernández Ortega,47,alvarezwilliam@example.com,3051634617,false,false,false,true,inpec,true,false,true,false,true,915,La Paz,Bolívar,true,extranjero,aprobado
6918033209,Dario Ángel Sierra,72,gonzalesfabiola@example.com,3040744956,true,false,false,true,inpec,false,true,true,true,false,554,Contratación,Cucunubá,false,extranjero,aprobado
6513154214,Luis Cardona Espinosa,31,marquezricardo@example.org,3077532213,false,false,false,false,inpec,true,false,true,true,true,1091,Bojacá,San Alberto,false,extranjero,aprobado
1688396968,Yesid Ortiz Cruz,88,privera@example.com,3093540113,true,false,false,false,armada,false,true,true,false,true,1175,Cali,La Uvita,false,extranjero,aprobado
3540461126,Vanesa Ardila,77,bolanosjenny@example.org,3021206965,false,false,false,true,armada,true,false,false,false,true,1212,Santa Helena del Opón,La Vega,false,oldmutual,aprobado
7359793445,Gerson Narváez García,40,lucia01@example.com,3165935689,true,false,false,true,inpec,false,false,false,true,true,133,El Paso,Capitanejo,false,porvenir,aprobado
3301551225,Catherine Martínez Bejarano,47,martinezelisa@example.org,3037099092,false,false,false,true,inpec,false,true,true,true,false,799,Pisba,Timbiquí,true,colfondos,aprobado
2918385263,Valentina Gómez,71,ecamargo@example.com,3025443695,false,false,false,true,inpec,false,true,true,false,false,857,Mitú,Linares,false,porvenir,aprobado
7791616291,Kelly Herrera,84,kortiz@example.net,3006129441,false,false,false,false,policia,false,false,true,false,false,334,Ambalema,San Benito Abad,false,extranjero,aprobado
4211189523,Pablo Armando Jiménez Maldonado,22,jairotorres@example.org,3052702209,true,false,false,false,minsalud,true,false,true,false,false,1246,Covarachía,Piojó,false,extranjero,aprobado
6450447627,Alberto Suárez,80,ceroncecilia@example.org,3133466909,false,false,false,true,minsalud,false,true,false,true,true,310,Zona Bananera,Fresno,true,extranjero,aprobado
1555216199,William Yesid Polo,39,leon75@example.net,3063592592,false,false,false,false,policia,false,false,false,false,true,193,Condoto,Betéitiva,false,extranjero,aprobado
6037199135,Edith Vera,46,albertomontoya@example.org,3125127590,true,false,false,true,inpec,true,false,false,true,false,393,Montenegro,Génova,false,porvenir,aprobado
6759898215,Wilson Vallejo Rivera,84,diazivan@example.net,3162286933,true,false,false,true,inpec,true,true,false,true,true,946,López de Micay,Argelia,true,colfondos,aprobado
2150241182,Joel Hurtado,31,luisgomez@example.com,3060353672,false,false,false,true,armada,true,false,true,false,false,362,Ipiales,Pijao,true,colfondos,aprobado
1729048094,Estela Perea Duque,53,henaoalicia@example.org,3088318421,false,false,false,true,inpec,false,true,false,true,false,190,Candelaria,Ocaña,true,colfondos,aprobado
9824571201,David Medina,47,delgadoaida@example.com,3022096423,false,false,false,true,mininterior,true,false,true,true,true,698,El Cantón del San Pablo,Puerto Triunfo,true,colfondos,aprobado
7362049657,Luis Ávila,83,mauricio15@example.org,3147346642,false,false,false,false,mininterior,false,true,false,false,true,47,Rionegro,Arboleda,false,porvenir,aprobado
8143475556,Horacio Alejandro Moreno Cerón,85,cristianperez@example.com,3060704453,false,false,false,true,armada,true,true,true,false,true,1038,Valdivia,Cisneros,false,proteccion,aprobado
5453654584,Jesús Mercado Romero,28,andreagomez@example.org,3125579075,true,false,false,true,minsalud,true,true,true,false,true,896,Cartagena del Chairá,Garzón,true,extranjero,aprobado
2389561481,Juan Rodríguez Sánchez,20,mauricio71@example.org,3110881028,true,false,false,false,inpec,true,true,true,true,true,196,Arbeláez,Palestina,false,extranjero,aprobado
2841695837,Augusto Hernández,63,rocio25@example.net,3066372134,false,false,false,true,inpec,true,false,false,false,true,131,Sáchica,Chitagá,false,colfondos,aprobado
8892517585,Cielo Méndez Barbosa,83,rosalbapalacio@example.net,3081480504,false,false,false,true,armada,true,false,true,true,true,522,San Antonio,Clemencia,true,extranjero,aprobado
3437268242,Luis Lozano Álvarez,43,irisroa@example.net,3100166354,true,false,false,true,minsalud,true,false,false,true,true,872,Sopetrán,Soatá,false,proteccion,aprobado
2893571470,Hernán Felipe Alzate,33,espinosaisabel@example.org,3039335061,false,false,false,true,armada,false,false,true,false,true,426,Espinal,San Calixto,false,porvenir,aprobado
5175520359,Pedro Palacios Quintero,24,vallejomaria@example.org,3038073022,false,false,false,true,inpec,false,true,true,false,false,1011,El Tarra,El Rosario,true,extranjero,aprobado
4738246177,Pedro Carlos Camargo Rivera,60,irissalazar@example.net,3010834684,true,false,false,true,inpec,true,false,false,false,false,74,Medina,Consacá,true,porvenir,aprobado
7334126226,Antonio Benavides Vargas,73,edgardo93@example.net,3100611647,false,false,false,false,armada,false,true,true,false,true,437,Santa Rosa,San Cayetano,false,extranjero,aprobado
6269261506,Luz Ruth Toro,56,enriquenieto@example.com,3172377376,false,false,false,true,inpec,true,true,true,false,false,258,San José de Uré,Yopal,true,colfondos,aprobado
1309423128,Luis Rodríguez,75,ramirezirma@example.com,3144575861,false,false,false,false,inpec,false,false,true,true,false,344,Sibundoy,Florián,false,porvenir,aprobado
6401618256,Daniel Castaño,49,diazedisson@example.com,3179283436,true,false,false,false,mininterior,true,true,true,true,false,91,Urrao,Ubalá,false,oldmutual,aprobado
1199550399,Sandra Ana Navarro Muñoz,43,duranalfonso@example.com,3112775151,false,false,false,true,armada,true,true,false,false,true,504,El Peñón,Coyaima,true,colfondos,aprobado
2251106915,Rubén Óscar Buitrago Salazar,60,martha81@example.net,3121485761,false,false,false,false,armada,false,true,true,true,true,355,Santa Rosa del Sur,Ovejas,false,extranjero,aprobado
6650788355,Betty Gómez Escobar,71,ibravo@example.net,3129554345,true,false,false,false,minsalud,true,false,false,true,false,1267,Ragonvalia,El Guacamayo,false,extranjero,aprobado
6270404284,Stella Andrea Mosquera Gómez,38,imunoz@example.com,3125686320,false,false,false,true,mininterior,false,true,true,false,true,812,Malambo,Moniquirá,false,proteccion,aprobado
7792222635,Carmen Cárdenas,42,fchacon@example.net,3125128208,false,false,false,false,armada,false,false,false,true,false,728,Consacá,Manta,false,porvenir,aprobado
8897451603,Paola Ana Villa García,79,hernandezwilfredo@example.org,3067387096,false,false,false,true,minsalud,false,false,false,false,true,445,Viotá,Timaná,false,extranjero,aprobado
1162970246,Julieth Benítez Álvarez,72,jairocastro@example.net,3088064834,false,false,false,true,mininterior,false,true,false,false,true,916,La Guadalupe,Algeciras,false,proteccion,aprobado
6926340271,Manuel Adolfo Ruiz,77,lauraruiz@example.net,3106471637,true,false,false,true,armada,true,true,false,true,false,1165,Saldaña,Pital,true,extranjero,aprobado
2220673076,María Hurtado Valderrama,43,pvelasquez@example.net,3087143279,true,false,false,true,minsalud,true,false,true,false,true,827,San Sebastián de Mariquita,La Tebaida,true,extranjero,aprobado
1356561056,Cielo Inés López Carrillo,28,pvalencia@example.com,3125537111,true,false,false,false,minsalud,true,true,false,true,true,796,Bochalema,Lorica,false,porvenir,aprobado
1271432618,Fredy Jerson González Rodríguez,65,franklinvalencia@example.com,3081911630,false,false,false,false,policia,false,true,true,false,false,1022,Mitú,El Retorno,false,extranjero,aprobado
6080286363,Mauricio Deiby Garcés Granados,73,sguevara@example.org,3153446610,true,false,false,true,inpec,true,true,true,true,true,783,Envigado,Repelón,false,oldmutual,aprobado
3418328280,María Rocío Montes,26,vguevara@example.org,3189739976,true,false,false,false,policia,false,true,true,false,false,484,Durania,La Ceja,false,porvenir,aprobado
9468131360,Juan Sebastián Perdomo,49,osoriosamuel@example.net,3147056357,true,false,false,true,mininterior,false,true,false,false,true,438,Río Iró,Piojó,false,porvenir,aprobado
9708924251,María Lucía Solano,26,albertoalvarez@example.net,3036741607,true,false,false,true,mininterior,false,false,false,false,true,55,Valparaíso,Silos,true,porvenir,aprobado
4677336066,Santiago Ronald Muñoz,61,dazapatricia@example.net,3099245143,true,false,false,true,armada,true,false,true,true,false,185,Herveo,Urrao,true,proteccion,aprobado
2908426959,Diana Lucía Ocampo,50,bedoyaalba@example.org,3082025334,false,false,false,true,inpec,true,true,false,false,false,1087,Honda,La Esperanza,true,porvenir,aprobado
2832580724,Adriana Tovar Vera,40,valenciarosa@example.com,3007844619,true,false,false,true,minsalud,true,false,false,true,true,1040,Calamar,Madrid,false,proteccion,aprobado
